Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-07-18,2016,7,18,Monday,29,2016-29,215.97,216.6,215.67,216.41,58725900,193.67,0.0026874302695227836,189.28785714285712,186.3608
2016-07-19,2016,7,19,Tuesday,29,2016-29,215.92,216.23,215.63,216.19,54345700,193.48,-0.0010164206174000379,190.1185714285714,186.5674
2016-07-20,2016,7,20,Wednesday,29,2016-29,216.19,217.37,216.19,217.09,58159500,194.28,0.0041628025441338146,190.78500000000003,186.7868
2016-07-21,2016,7,21,Thursday,29,2016-29,216.96,217.22,215.75,216.27,67777300,193.55,-0.003777274183107693,191.2192857142857,186.94619999999998
2016-07-22,2016,7,22,Friday,29,2016-29,216.41,217.3,216.1,217.24,62787500,194.42,0.004485284564433867,191.68714285714285,187.15759999999997
2016-07-25,2016,7,25,Monday,30,2016-30,217.0,217.06,215.97,216.65,55873100,193.89,-0.0027159792111628445,192.21428571428572,187.35739999999998
2016-07-26,2016,7,26,Tuesday,30,2016-30,216.53,217.17,215.76,216.75,70080500,193.98,0.00046149041887977305,192.66785714285714,187.591
2016-07-27,2016,7,27,Wednesday,30,2016-30,217.19,217.27,215.62,216.52,84083900,193.77,-0.0010610799432370088,193.11428571428573,187.78439999999998
2016-07-28,2016,7,28,Thursday,30,2016-30,216.29,217.11,215.75,216.77,65035700,194.0,0.0011546550284033952,193.37785714285715,188.01679999999996
2016-07-29,2016,7,29,Friday,30,2016-30,216.46,217.54,216.13,217.12,79519400,194.31,0.0016147155972134897,193.61571428571432,188.25440000000003
2016-08-01,2016,8,1,Monday,31,2016-31,217.19,217.65,216.41,216.94,73311400,194.15,-0.000828947317790818,193.7428571428571,188.5014
2016-08-02,2016,8,2,Tuesday,31,2016-31,216.65,216.83,214.57,215.55,92295500,192.9,-0.006407429556274935,193.78285714285715,188.7004
2016-08-03,2016,8,3,Wednesday,31,2016-31,215.48,216.25,215.13,216.18,53993600,193.47,0.0029223689246939966,193.78714285714287,188.9158
2016-08-04,2016,8,4,Thursday,31,2016-31,216.31,216.78,214.25,216.41,46585500,193.67,0.0010642722984921527,193.8242857142857,189.0878
2016-08-05,2016,8,5,Friday,31,2016-31,216.41,218.23,216.41,218.18,71892200,195.26,0.008178794224657171,193.93785714285715,189.2666
2016-08-08,2016,8,8,Monday,32,2016-32,218.4,218.52,217.74,218.05,39906500,195.14,-0.0005955585911339156,194.05642857142857,189.4418
2016-08-09,2016,8,9,Tuesday,32,2016-32,218.13,218.76,217.8,218.18,51251700,195.26,0.0005959134925339615,194.12642857142856,189.60339999999997
2016-08-10,2016,8,10,Wednesday,32,2016-32,218.31,218.4,217.23,217.64,57941100,194.77,-0.002474604165706107,194.21357142857144,189.76239999999999
2016-08-11,2016,8,11,Thursday,32,2016-32,218.26,218.94,217.95,218.65,72504300,195.68,0.004640366685562558,194.30357142857142,189.93200000000002
2016-08-12,2016,8,12,Friday,32,2016-32,218.29,218.71,217.99,218.46,61313500,195.51,-0.0008688425889138429,194.4192857142857,190.0868
2016-08-15,2016,8,15,Monday,33,2016-33,218.89,219.5,218.88,219.09,49813500,196.07,0.0028839095858326225,194.56857142857143,190.26399999999998
2016-08-16,2016,8,16,Tuesday,33,2016-33,218.6,218.68,217.96,217.96,53213600,195.06,-0.005157603648190956,194.66071428571425,190.40179999999998
2016-08-17,2016,8,17,Wednesday,33,2016-33,218.0,218.53,217.02,218.37,75134300,195.43,0.0018809414516784972,194.76285714285717,190.5412
2016-08-18,2016,8,18,Thursday,33,2016-33,218.34,218.9,218.21,218.86,52989300,195.87,0.002243756937809316,194.8742857142857,190.6772
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,195.58,-0.0014621065271744893,194.97642857142858,190.81240000000003
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,195.57,-4.5640704205651694e-05,195.16714285714286,190.9832
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,195.96,0.0020133540653015647,195.345,191.19079999999997
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,194.96,-0.005114724085836575,195.43714285714285,191.3856
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,194.83,-0.0006886572076676423,195.40642857142856,191.583
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,194.46,-0.0018834232439239873,195.35785714285717,191.76199999999997
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,195.42,0.00492436083825476,195.36928571428572,191.974
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,195.1,-0.0016484800556323398,195.39285714285714,192.15579999999997
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,194.54,-0.0028443972811479368,195.3114285714286,192.31580000000002
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,194.55,4.635487172044428e-05,195.24285714285716,192.482
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,195.43,0.004507978785982081,195.19714285714286,192.6174
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,196.02,0.0030223609738546653,195.2657142857143,192.9
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,196.0,-9.138856596702105e-05,195.30642857142857,193.24740000000003
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,195.55,-0.0022829766933186724,195.28357142857143,193.5214
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,190.87,-0.023934929427055662,194.94714285714286,193.6398
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,193.61,0.014347266524758151,194.80714285714288,193.7626
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,190.83,-0.014375488681734994,194.44071428571428,193.82179999999997
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,190.76,-0.0003750178913120017,194.14071428571427,193.9068
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,192.66,0.009992736801857083,193.9857142857143,194.0074
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,191.92,-0.0038655812394173816,193.8042857142857,194.09539999999998
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,191.95,0.00018763672734523063,193.55642857142857,194.1282
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,191.96,4.666190508562096e-05,193.33214285714286,194.1478
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,194.12,0.011245630320460887,193.30214285714285,194.1828
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,195.34,0.006301487425204755,193.35857142857142,194.2428
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,194.27,-0.005479107932739646,193.2757142857143,194.26
